sigla_provincia;codice_istat;denominazione_ita;codice_belfiore;data_inizio_validita;data_fine_validita;stato_validita
VS;106011;PABILLONIS;G207;01/01/2006;27/04/2016;Inattivo
SU;111052;PABILLONIS;G207;28/04/2016;31/05/2025;Inattivo
VS;117011;Pabillonis;G207;01/06/2025;;Attivo
ME;083064;"PACE DEL MELA";G209;12/05/1921;;Attivo
TP;081013;PACECO;G208;07/02/1946;;Attivo
TP;081013;PACECO;G208;17/03/1861;19/09/1938;Inattivo
AQ;066066;PACENTRO;G210;17/03/1861;;Attivo
SR;089014;PACHINO;G211;17/03/1861;;Attivo
PG;054036;PACIANO;G212;17/03/1861;;Attivo
BS;017129;PADENGHE;G213;17/03/1861;24/04/1958;Inattivo
BS;017129;"PADENGHE SUL GARDA";G213;25/04/1958;;Attivo
TN;022132;PADERGNONE;G214;20/09/1952;31/12/2015;Inattivo
TN;022132;PADERGNONE;G214;14/02/1923;18/04/1928;Inattivo
TN;802332;PADERGNONE;G214;16/10/1920;13/02/1923;Inattivo
AL;006124;PADERNA;G215;17/03/1861;18/06/1928;Inattivo
AL;006124;PADERNA;G215;17/12/1946;;Attivo
BS;017868;PADERNELLO;G216;17/03/1861;31/12/1927;Inattivo
CR;019875;"PADERNO CREMONESE";G219;05/12/1878;24/01/1929;Inattivo
CO;013173;"PADERNO D'ADDA";G218;02/10/1947;15/04/1992;Inattivo
CO;013173;"PADERNO D'ADDA";G218;23/02/1863;28/07/1928;Inattivo
LC;097062;"PADERNO D'ADDA";G218;16/04/1992;;Attivo
TV;026054;"PADERNO D'ASOLO";G221;25/11/1867;14/03/1920;Inattivo
TV;026054;"PADERNO DEL GRAPPA";G221;15/03/1920;29/01/2019;Inattivo
MI;015166;"PADERNO DUGNANO";G220;22/01/1886;;Attivo
BS;017130;"PADERNO FRANCIACORTA";G217;19/12/1862;;Attivo
CR;019065;"PADERNO OSSOLARO";G222;24/01/1929;09/12/1950;Inattivo
CR;019065;"PADERNO PONCHIELLI";G222;10/12/1950;;Attivo
CO;013196;"PADERNO ROBBIATE";G223;01/12/1933;01/10/1947;Inattivo
PD;028060;PADOVA;G224;19/11/1866;;Attivo
SS;090053;PADRIA;G225;17/03/1861;31/03/2025;Inattivo
SS;112041;Padria;G225;01/04/2025;;Attivo
SS;090090;PADRU;M301;24/01/1996;31/12/2005;Inattivo
SS;090090;PADRU;M301;28/04/2016;31/03/2025;Inattivo
OT;104019;PADRU;M301;01/01/2006;27/04/2016;Inattivo
OT;113019;Padru;M301;01/04/2025;;Attivo
SA;065087;PADULA;G226;17/03/1861;;Attivo
BN;062045;PADULI;G227;17/03/1861;;Attivo
CN;004157;PAESANA;G228;17/03/1861;;Attivo
TV;026055;PAESE;G229;19/11/1866;;Attivo
SA;065088;PAGANI;G230;17/03/1861;;Attivo
AQ;066804;PAGANICA;G231;17/03/1861;20/09/1927;Inattivo
GR;053008;PAGANICO;C782;06/02/1926;12/03/1928;Inattivo
PG;054867;"PAGANICO SABINO";G232;17/03/1861;18/03/1923;Inattivo
RI;057048;"PAGANICO SABINO";G232;12/01/1927;;Attivo
RM;058915;"PAGANICO SABINO";G232;19/03/1923;11/01/1927;Inattivo
BG;016154;PAGAZZANO;G233;17/03/1861;;Attivo
ME;083065;PAGLIARA;G234;20/07/1914;;Attivo
CN;004812;PAGLIERES;G236;17/03/1861;21/01/1929;Inattivo
CH;069059;PAGLIETA;G237;17/03/1861;;Attivo
UD;030068;PAGNACCO;G238;06/04/1968;;Attivo
UD;030096;PAGNACCO;G238;09/01/1947;05/04/1968;Inattivo
UD;030096;PAGNACCO;G238;19/11/1866;13/05/1928;Inattivo
CN;004158;PAGNO;G240;17/03/1861;;Attivo
CO;013174;PAGNONA;G241;17/03/1861;15/04/1992;Inattivo
LC;097063;PAGNONA;G241;16/04/1992;;Attivo
AV;064068;"PAGO DEL VALLO DI LAURO";G242;24/11/1862;;Attivo
BN;062046;"PAGO VEIANO";G243;06/02/1863;;Attivo
MI;015915;PAINA;G244;17/03/1861;28/02/1869;Inattivo
BS;017869;PAISCO;G246;17/03/1861;09/11/1928;Inattivo
BS;017131;"PAISCO LOVENO";G247;10/11/1928;;Attivo
BS;017132;PAITONE;G248;17/03/1861;15/08/1928;Inattivo
BS;017132;PAITONE;G248;12/05/1947;;Attivo
BG;016155;PALADINA;G249;17/03/1861;;Attivo
MO;036029;PALAGANO;G250;25/01/1958;;Attivo
TA;073020;PALAGIANELLO;G251;22/12/1923;;Attivo
LE;075830;PALAGIANELLO;G251;02/07/1907;21/12/1923;Inattivo
TA;073021;PALAGIANO;G252;22/12/1923;;Attivo
LE;075831;PALAGIANO;G252;17/03/1861;21/12/1923;Inattivo
CT;087032;PALAGONIA;G253;17/03/1861;;Attivo
PI;050024;PALAIA;G254;17/03/1861;;Attivo
PR;034026;PALANZANO;G255;17/03/1861;;Attivo
CO;013913;PALANZO;G256;17/03/1861;11/05/1928;Inattivo
CB;070050;PALATA;G257;03/03/1970;;Attivo
CB;070080;PALATA;G257;17/03/1861;02/03/1970;Inattivo
SS;090054;PALAU;G258;08/04/1959;31/12/2005;Inattivo
SS;090054;PALAU;G258;28/04/2016;31/03/2025;Inattivo
OT;104020;PALAU;G258;01/01/2006;27/04/2016;Inattivo
OT;113020;Palau;G258;01/04/2025;;Attivo
BG;016156;PALAZZAGO;G259;17/03/1861;;Attivo
PA;082052;"PALAZZO ADRIANO";G263;17/03/1861;;Attivo
TO;001177;"PALAZZO CANAVESE";G262;05/01/1863;11/01/1927;Inattivo
TO;001177;"PALAZZO CANAVESE";G262;26/12/1946;;Attivo
AO;007860;"PALAZZO CANAVESE";G262;12/01/1927;25/05/1929;Inattivo
CR;019066;"PALAZZO PIGNANO";G260;27/03/1863;;Attivo
TO;001846;"PALAZZO PIVERONE";G269;05/10/1945;26/12/1946;Inattivo
AO;007861;"PALAZZO PIVERONE";G269;25/05/1929;04/10/1945;Inattivo
PZ;076057;"PALAZZO SAN GERVASIO";G261;19/01/1863;11/01/1927;Inattivo
PZ;076057;"PALAZZO SAN GERVASIO";G261;30/04/1944;;Attivo
MT;077803;"PALAZZO SAN GERVASIO";G261;12/01/1927;29/04/1944;Inattivo
SR;089015;"PALAZZOLO ACREIDE";G267;13/07/1863;;Attivo
UD;030069;"PALAZZOLO DELLO STELLA";G268;06/04/1968;;Attivo
UD;030097;"PALAZZOLO DELLO STELLA";G268;02/09/1867;05/04/1968;Inattivo
BS;017133;"PALAZZOLO SULL'OGLIO";G264;08/09/1862;;Attivo
VC;002090;"PALAZZOLO VERCELLESE";G266;12/01/1927;;Attivo
NO;003412;"PALAZZOLO VERCELLESE";G266;29/12/1862;11/01/1927;Inattivo
FI;048031;"PALAZZUOLO DI ROMAGNA";G270;17/03/1861;26/09/1951;Inattivo
FI;048031;"PALAZZUOLO SUL SENIO";G270;27/09/1951;;Attivo
CH;069060;PALENA;G271;17/03/1861;;Attivo
CZ;079089;PALERMITI;G272;17/03/1861;;Attivo
PA;082053;PALERMO;G273;17/03/1861;;Attivo
RM;058074;PALESTRINA;G274;15/01/1871;;Attivo
PV;018107;PALESTRO;G275;17/03/1861;;Attivo
RM;058916;PALIANO;G276;15/01/1871;11/01/1927;Inattivo
FR;060046;PALIANO;G276;12/01/1927;;Attivo
RC;080056;PALIZZI;G277;17/03/1861;;Attivo
CZ;079090;PALLAGORIO;G278;17/03/1861;15/04/1992;Inattivo
KR;101016;PALLAGORIO;G278;16/04/1992;;Attivo
NO;003874;PALLANZA;G279;25/06/1880;04/06/1939;Inattivo
NO;003113;PALLANZENO;G280;13/01/1947;22/05/1992;Inattivo
NO;003113;PALLANZENO;G280;17/03/1861;29/07/1928;Inattivo
VB;103052;PALLANZENO;G280;23/05/1992;;Attivo
SV;009047;PALLARE;G281;12/01/1927;;Attivo
GE;010907;PALLARE;G281;17/03/1861;11/01/1927;Inattivo
CE;061859;"PALMA CAMPANIA";G283;10/08/1863;11/01/1927;Inattivo
NA;063052;"PALMA CAMPANIA";G283;12/01/1927;;Attivo
AG;084027;"PALMA DI MONTECHIARO";G282;19/01/1863;;Attivo
UD;030070;PALMANOVA;G284;06/04/1968;;Attivo
UD;030098;PALMANOVA;G284;19/11/1866;05/04/1968;Inattivo
LE;075058;PALMARIGGI;G285;17/03/1861;;Attivo
CA;092083;"PALMAS ARBOREA";G286;29/09/1862;08/11/1927;Inattivo
CA;092083;"PALMAS ARBOREA";G286;02/07/1957;19/08/1974;Inattivo
OR;095039;"PALMAS ARBOREA";G286;20/08/1974;31/03/2025;Inattivo
OR;115046;"Palmas Arborea";G286;01/04/2025;;Attivo
CA;092099;"PALMAS SUERGIU";G287;29/09/1862;10/06/1950;Inattivo
RC;080057;PALMI;G288;17/03/1861;;Attivo
AP;044056;PALMIANO;G289;17/03/1861;;Attivo
PZ;076056;PALMIRA;G081;06/05/1863;29/07/1933;Inattivo
CH;069061;PALMOLI;G290;17/03/1861;;Attivo
BA;072033;"PALO DEL COLLE";G291;19/01/1863;;Attivo
RM;058075;"PALOMBARA SABINA";G293;27/11/1895;;Attivo
CH;069062;PALOMBARO;G294;17/03/1861;;Attivo
SA;065089;PALOMONTE;G292;07/11/1862;;Attivo
BG;016157;PALOSCO;G295;17/03/1861;;Attivo
TN;022133;PALU';G296;25/01/1948;07/07/1959;Inattivo
TN;022133;PALU';G296;14/02/1923;24/03/1929;Inattivo
VR;023056;PALU';G297;19/11/1866;06/04/1928;Inattivo
VR;023056;PALU';G297;20/05/1954;;Attivo
TN;802333;PALU';G296;16/10/1920;13/02/1923;Inattivo
TN;022133;"PALU' DEL FERSINA";G296;08/07/1959;;Attivo
CS;078089;PALUDI;G298;07/03/1934;;Attivo
CS;078089;PALUDI;G298;17/03/1861;18/05/1928;Inattivo
TN;022465;PALUS;G299;14/02/1923;26/04/1923;Inattivo
TN;802353;PALUS;G299;16/10/1920;13/02/1923;Inattivo
UD;030071;PALUZZA;G300;06/04/1968;;Attivo
UD;030099;PALUZZA;G300;19/11/1866;05/04/1968;Inattivo
CR;019876;PALVARETO;G301;04/05/1928;30/09/1947;Inattivo
CN;004159;PAMPARATO;G302;17/03/1861;;Attivo
TO;001178;PANCALIERI;G303;17/03/1861;;Attivo
PV;018108;PANCARANA;G304;10/05/1873;;Attivo
TN;022134;PANCHIA';G305;14/02/1923;25/01/1929;Inattivo
TN;022134;PANCHIA';G305;15/03/1947;;Attivo
TN;802334;PANCHIA';G305;16/10/1920;13/02/1923;Inattivo
CR;019067;PANDINO;G306;29/07/1868;;Attivo
CS;078090;PANETTIERI;G307;17/03/1861;;Attivo
PG;054037;PANICALE;G308;17/03/1861;;Attivo
UD;030892;PANIQUA;G310;08/02/1923;11/01/1927;Inattivo
GO;031852;PANIQUA;G310;12/01/1927;12/05/1928;Inattivo
GO;801143;PANIQUA;G310;05/01/1921;07/02/1923;Inattivo
BN;062047;PANNARANO;G311;17/03/1861;;Attivo
FG;071037;PANNI;G312;17/03/1861;;Attivo
TN;022135;PANNONE;G313;14/02/1923;31/08/1971;Inattivo
TN;802407;PANNONE;G313;16/10/1920;13/02/1923;Inattivo
IM;008827;PANTASINA;G314;17/03/1861;16/04/1928;Inattivo
TP;081014;PANTELLERIA;G315;17/03/1861;;Attivo
MI;015167;PANTIGLIATE;G316;17/03/1861;;Attivo
CS;078091;PAOLA;G317;17/03/1861;;Attivo
BN;062048;PAOLISI;G318;17/03/1861;;Attivo
TP;081022;"PAPARELLA SAN MARCO";G319;15/02/1955;15/02/1958;Inattivo
CS;078092;PAPASIDERO;G320;17/03/1861;;Attivo
PG;054868;PAPIGNO;G322;17/03/1861;11/01/1927;Inattivo
TR;055809;PAPIGNO;G322;12/01/1927;12/01/1927;Inattivo
RO;029034;PAPOZZE;G323;19/11/1866;;Attivo
MI;015168;PARABIAGO;G324;17/03/1861;;Attivo
LE;075059;PARABITA;G325;17/03/1861;;Attivo
BS;017134;PARATICO;G327;17/03/1861;;Attivo
BZ;021062;PARCINES;G328;12/01/1927;;Attivo
TN;022460;PARCINES;G328;14/02/1923;11/01/1927;Inattivo
TN;802335;PARCINES;G328;16/10/1920;13/02/1923;Inattivo
PA;082005;PARCO;A239;17/03/1861;14/04/1930;Inattivo
CO;013175;PARE';G329;10/11/1956;03/02/2014;Inattivo
CO;013175;PARE';G329;17/03/1861;13/06/1928;Inattivo
TO;001179;PARELLA;G330;11/10/1947;;Attivo
TO;001179;PARELLA;G330;17/03/1861;11/01/1927;Inattivo
AO;007862;PARELLA;G330;12/01/1927;12/04/1929;Inattivo
CS;078093;PARENTI;G331;07/03/1934;;Attivo
CS;078093;PARENTI;G331;17/03/1861;20/02/1928;Inattivo
PL;702727;PARENZO;G332;08/02/1923;15/09/1947;Inattivo
PL;801144;PARENZO;G332;05/01/1921;07/02/1923;Inattivo
CE;061054;PARETE;G333;01/09/1945;;Attivo
CE;061054;PARETE;G333;17/03/1861;11/01/1927;Inattivo
NA;063859;PARETE;G333;12/01/1927;31/08/1945;Inattivo
AL;006125;PARETO;G334;26/01/1880;;Attivo
CZ;079091;PARGHELIA;G335;17/03/1861;15/04/1992;Inattivo
VV;102026;PARGHELIA;G335;16/04/1992;;Attivo
GR;053008;PARI;C782;19/10/1920;05/02/1926;Inattivo
CO;013176;PARLASCO;G336;17/03/1861;15/04/1992;Inattivo
LC;097064;PARLASCO;G336;16/04/1992;;Attivo
PR;034027;PARMA;G337;21/01/1866;;Attivo
AL;006126;"PARODI LIGURE";G338;08/08/1873;;Attivo
CN;004160;PAROLDO;G339;12/11/1946;;Attivo
CN;004160;PAROLDO;G339;17/03/1861;11/05/1928;Inattivo
AV;064069;PAROLISE;G340;17/03/1861;;Attivo
PV;018109;PARONA;G342;17/03/1861;;Attivo
VR;023813;"PARONA ALL'ADIGE";G341;26/08/1867;19/03/1905;Inattivo
VR;023813;"PARONA DI VALPOLICELLA";G341;20/03/1905;11/05/1927;Inattivo
VC;002822;PARONE;G343;12/01/1927;01/03/1929;Inattivo
NO;003413;PARONE;G343;17/03/1861;11/01/1927;Inattivo
PG;054869;PARRANO;G344;17/03/1861;11/01/1927;Inattivo
TR;055025;PARRANO;G344;12/01/1927;;Attivo
CO;013914;PARRAVICINO;G345;17/03/1861;13/12/1928;Inattivo
BG;016158;PARRE;G346;17/03/1861;;Attivo
TP;081015;PARTANNA;G347;17/03/1861;;Attivo
PA;082054;PARTINICO;G348;17/03/1861;;Attivo
NO;003114;PARUZZARO;G349;31/10/1877;;Attivo
BG;016159;PARZANICA;G350;17/03/1861;;Attivo
UD;030072;"PASIAN DI PRATO";G352;06/04/1968;;Attivo
UD;030100;"PASIAN DI PRATO";G352;19/11/1866;05/04/1968;Inattivo
UD;030015;"PASIAN SCHIAVONESCO";A700;19/11/1866;12/07/1923;Inattivo
UD;030101;"PASIANO DI PORDENONE";G353;19/11/1866;05/04/1968;Inattivo
PN;093029;"PASIANO DI PORDENONE";G353;06/04/1968;;Attivo
BS;017135;PASPARDO;G354;17/03/1861;23/12/1927;Inattivo
BS;017135;PASPARDO;G354;22/12/1947;;Attivo
AL;005808;PASSERANO;G357;17/03/1861;13/04/1929;Inattivo
AT;005082;"PASSERANO MARMORITO";G358;08/04/1935;;Attivo
AL;006908;"PASSERANO MARMORITO";G358;13/04/1929;07/04/1935;Inattivo
PG;054038;PASSIGNANO;G359;17/03/1861;02/06/1918;Inattivo
PG;054038;"PASSIGNANO SUL TRASIMENO";G359;03/06/1918;;Attivo
BS;017136;PASSIRANO;G361;19/08/1867;;Attivo
FR;060047;PASTENA;G362;12/01/1927;;Attivo
CE;061860;PASTENA;G362;17/03/1861;11/01/1927;Inattivo
CE;061055;PASTORANO;G364;17/03/1861;11/01/1927;Inattivo
CE;061055;PASTORANO;G364;19/12/1946;;Attivo
NA;063860;PASTORANO;G364;12/01/1927;19/07/1928;Inattivo
VR;023057;PASTRENGO;G365;19/11/1866;;Attivo
AL;006127;PASTURANA;G367;17/03/1861;;Attivo
CO;013177;PASTURO;G368;17/03/1861;15/04/1992;Inattivo
LC;097065;PASTURO;G368;16/04/1992;;Attivo
PZ;076100;PATERNO;M269;25/06/1973;;Attivo
CS;078094;"PATERNO CALABRO";G372;06/05/1863;;Attivo
AN;042802;"PATERNO D'ANCONA";G369;23/02/1863;21/05/1928;Inattivo
CT;087033;PATERNO';G371;17/03/1861;;Attivo
AV;064070;PATERNOPOLI;G370;29/01/1864;;Attivo
TN;022882;PATONE;G373;14/02/1923;13/02/1929;Inattivo
TN;802336;PATONE;G373;16/10/1920;13/02/1923;Inattivo
RM;058917;PATRICA;G374;15/01/1871;11/01/1927;Inattivo
FR;060048;PATRICA;G374;12/01/1927;;Attivo
AP;044812;PATRIGNONE;G375;17/03/1861;30/01/1867;Inattivo
SS;090055;PATTADA;G376;10/01/1876;31/03/2025;Inattivo
SS;112042;Pattada;G376;01/04/2025;;Attivo
ME;083066;PATTI;G377;17/03/1861;;Attivo
LE;075060;PATU';G378;17/03/1861;;Attivo
CA;092084;PAU;G379;08/02/1946;19/08/1974;Inattivo
CA;092084;PAU;G379;17/03/1861;02/07/1927;Inattivo
OR;095040;PAU;G379;20/08/1974;31/03/2025;Inattivo
OR;115047;Pau;G379;01/04/2025;;Attivo
PL;702722;PAUGNANO;F485;08/02/1923;13/02/1927;Inattivo
PL;801126;PAUGNANO;F485;05/01/1921;07/02/1923;Inattivo
UD;030073;PAULARO;G381;06/04/1968;;Attivo
UD;030102;PAULARO;G381;19/11/1866;05/04/1968;Inattivo
CA;092046;"PAULI ARBAREI";G382;20/08/1974;31/12/2005;Inattivo
CA;092085;"PAULI ARBAREI";G382;12/01/1951;19/08/1974;Inattivo
CA;092085;"PAULI ARBAREI";G382;17/03/1861;06/08/1927;Inattivo
VS;106012;"PAULI ARBAREI";G382;01/01/2006;27/04/2016;Inattivo
SU;111053;"PAULI ARBAREI";G382;28/04/2016;31/05/2025;Inattivo
VS;117012;"Pauli Arbarei";G382;01/06/2025;;Attivo
CA;092883;"PAULI MONSERRATO";F383;28/11/1881;18/03/1888;Inattivo
CA;092883;"PAULI PIRRI";F383;17/03/1861;27/11/1881;Inattivo
CA;092086;PAULILATINO;G384;17/03/1861;19/08/1974;Inattivo
OR;095041;PAULILATINO;G384;20/08/1974;31/03/2025;Inattivo
OR;115048;Paulilatino;G384;01/04/2025;;Attivo
MI;015169;PAULLO;G385;17/03/1861;;Attivo
BN;062049;PAUPISI;G386;28/03/1892;;Attivo
MC;043015;PAUSULA;D042;17/03/1861;23/10/1931;Inattivo
TO;001180;PAVAROLO;G387;17/03/1861;;Attivo
PV;018110;PAVIA;G388;21/06/1883;;Attivo
UD;030074;"PAVIA DI UDINE";G389;06/04/1968;;Attivo
UD;030103;"PAVIA DI UDINE";G389;02/09/1867;05/04/1968;Inattivo
TO;001181;"PAVONE CANAVESE";G392;05/01/1863;11/01/1927;Inattivo
TO;001181;"PAVONE CANAVESE";G392;05/10/1945;;Attivo
AO;007863;"PAVONE CANAVESE";G392;12/01/1927;04/10/1945;Inattivo
AL;006817;"PAVONE D'ALESSANDRIA";G390;16/02/1863;12/10/1928;Inattivo
BS;017137;"PAVONE DEL MELLA";G391;07/11/1862;;Attivo
MO;036030;"PAVULLO NEL FRIGNANO";G393;13/04/1863;;Attivo
RC;080058;PAZZANO;G394;17/03/1861;;Attivo
PI;050025;PECCIOLI;G395;17/03/1861;;Attivo
TO;001182;PECCO;G396;10/01/1947;31/12/2018;Inattivo
TO;001182;PECCO;G396;17/03/1861;11/01/1927;Inattivo
AO;007864;PECCO;G396;12/01/1927;14/05/1929;Inattivo
AL;006128;PECETTO;G397;17/03/1861;15/09/1939;Inattivo
AL;006128;"PECETTO DI VALENZA";G397;16/09/1939;;Attivo
TO;001183;"PECETTO TORINESE";G398;17/03/1861;;Attivo
PC;033031;PECORARA;G399;17/03/1861;31/12/2017;Inattivo
CS;078095;PEDACE;G400;17/03/1861;04/05/2017;Inattivo
TO;001847;PEDANEA;G401;05/10/1945;11/10/1947;Inattivo
AO;007865;PEDANEA;G401;12/04/1929;04/10/1945;Inattivo
CT;087034;PEDARA;G402;17/03/1861;;Attivo
AP;044057;PEDASO;G403;17/03/1861;11/07/2009;Inattivo
FM;109030;PEDASO;G403;12/07/2009;;Attivo
BL;025036;PEDAVENA;G404;19/11/1866;;Attivo
TN;022461;PEDEMONTE;G406;14/02/1923;25/07/1929;Inattivo
VI;024076;PEDEMONTE;G406;26/07/1929;;Attivo
TN;802337;PEDEMONTE;G406;16/10/1920;13/02/1923;Inattivo
BS;017138;PEDERGNAGA;G407;17/03/1861;23/03/1928;Inattivo
BS;017138;"PEDERGNAGA ORIANO";G407;24/03/1928;01/10/1964;Inattivo
TV;026056;PEDEROBBA;G408;19/11/1866;;Attivo
TN;022883;PEDERSANO;G409;14/02/1923;20/02/1929;Inattivo
TN;802338;PEDERSANO;G409;16/10/1920;13/02/1923;Inattivo
SO;014047;PEDESINA;G410;17/03/1861;;Attivo
CS;078096;PEDIVIGLIANO;G411;17/03/1861;22/02/1928;Inattivo
CS;078096;PEDIVIGLIANO;G411;18/07/1937;;Attivo
BG;016160;PEDRENGO;G412;17/03/1861;;Attivo
GE;010813;PEGLI;G414;26/10/1874;05/02/1926;Inattivo
CO;013178;PEGLIO;G415;17/03/1861;30/04/1928;Inattivo
CO;013178;PEGLIO;G415;21/03/1948;;Attivo
PU;041041;PEGLIO;G416;24/09/1947;;Attivo
PU;041041;PEGLIO;G416;17/03/1861;30/05/1928;Inattivo
MN;020039;PEGOGNAGA;G417;20/11/1876;;Attivo
BG;016161;PEIA;G418;17/03/1861;;Attivo
TN;022136;PEIO;G419;14/02/1923;;Attivo
TN;802339;PEIO;G419;16/10/1920;13/02/1923;Inattivo
FI;048032;PELAGO;G420;17/03/1861;;Attivo
NO;003115;PELLA;G421;15/01/1947;;Attivo
NO;003115;PELLA;G421;17/03/1861;12/08/1928;Inattivo
RC;080811;PELLARO;G422;17/03/1861;02/08/1927;Inattivo
PR;034028;"PELLEGRINO PARMENSE";G424;01/07/1870;;Attivo
VE;027807;PELLESTRINA;G425;19/11/1866;10/06/1923;Inattivo
SA;065090;PELLEZZANO;G426;17/03/1861;;Attivo
CO;013179;"PELLIO INTELVI";G427;17/03/1861;31/12/2016;Inattivo
TN;022137;PELLIZZANO;G428;14/02/1923;08/09/1928;Inattivo
TN;022137;PELLIZZANO;G428;17/07/1954;;Attivo
TN;802340;PELLIZZANO;G428;16/10/1920;13/02/1923;Inattivo
TN;022138;PELUGO;G429;14/02/1923;26/06/1928;Inattivo
TN;022138;PELUGO;G429;19/12/1946;;Attivo
TN;802341;PELUGO;G429;16/10/1920;13/02/1923;Inattivo
AT;005083;PENANGO;G430;08/04/1935;;Attivo
AL;006909;PENANGO;G430;17/03/1861;07/04/1935;Inattivo
SO;014051;PENDOLASCO;G431;17/03/1861;16/04/1930;Inattivo
PG;054870;"PENNA IN TEVERINA";G432;13/04/1863;11/01/1927;Inattivo
TR;055026;"PENNA IN TEVERINA";G432;12/01/1927;;Attivo
MC;043035;"PENNA SAN GIOVANNI";G436;17/03/1861;;Attivo
TE;067033;"PENNA SANT'ANDREA";G437;17/03/1861;;Attivo
PU;041042;PENNABILLI;G433;17/03/1861;14/08/2009;Inattivo
RN;099024;PENNABILLI;G433;15/08/2009;;Attivo
CH;069063;PENNADOMO;G434;17/03/1861;;Attivo
CH;069064;PENNAPIEDIMONTE;G435;17/03/1861;;Attivo
TE;067824;PENNE;G438;17/03/1861;11/01/1927;Inattivo
PE;068027;PENNE;G438;12/01/1927;;Attivo
AQ;066041;PENTIMA;C999;17/03/1861;06/12/1928;Inattivo
CZ;079092;PENTONE;G439;17/03/1861;;Attivo
CO;013915;PENZANO;G440;17/03/1861;14/07/1927;Inattivo
CH;069065;PERANO;G441;17/03/1861;;Attivo
BL;025037;PERAROLO;G442;19/11/1866;04/04/1955;Inattivo
BL;025037;"PERAROLO DI CADORE";G442;05/04/1955;;Attivo
BZ;021063;PERCA;G443;12/01/1927;;Attivo
TN;022462;PERCA;G443;27/04/1923;11/01/1927;Inattivo
RM;058076;PERCILE;G444;26/07/1899;;Attivo
NU;091072;PERDASDEFOGU;G445;12/01/1927;31/12/2005;Inattivo
NU;091072;PERDASDEFOGU;G445;28/04/2016;30/04/2025;Inattivo
CA;092857;PERDASDEFOGU;G445;17/03/1861;11/01/1927;Inattivo
OG;105014;PERDASDEFOGU;G445;01/01/2006;27/04/2016;Inattivo
OG;116014;Perdasdefogu;G445;01/05/2025;;Attivo
CA;092047;PERDAXIUS;G446;20/08/1974;31/12/2005;Inattivo
CA;092087;PERDAXIUS;G446;10/08/1958;19/08/1974;Inattivo
CI;107014;PERDAXIUS;G446;01/01/2006;27/04/2016;Inattivo
SU;111054;PERDAXIUS;G446;28/04/2016;31/05/2025;Inattivo
CI;119014;Perdaxius;G446;01/06/2025;;Attivo
SA;065091;PERDIFUMO;G447;17/03/1861;;Attivo
CO;013180;PEREGO;G448;13/09/1953;15/04/1992;Inattivo
CO;013180;PEREGO;G448;01/07/1870;29/01/1928;Inattivo
LC;097066;PEREGO;G448;16/04/1992;29/01/2015;Inattivo
AQ;066067;PERETO;G449;17/03/1861;;Attivo
SS;090056;PERFUGAS;G450;17/03/1861;31/03/2025;Inattivo
SS;112043;Perfugas;G450;01/04/2025;;Attivo
TN;022462;PERGA;G443;14/02/1923;26/04/1923;Inattivo
TN;802342;PERGA;G443;16/10/1920;13/02/1923;Inattivo
TN;022139;PERGINE;G452;14/02/1923;24/01/1929;Inattivo
AR;051028;PERGINE;G451;20/08/1869;15/02/1928;Inattivo
TN;802343;PERGINE;G452;16/10/1920;13/02/1923;Inattivo
AR;051028;"PERGINE VALDARNO";G451;16/02/1928;31/12/2017;Inattivo
TN;022139;"PERGINE VALSUGANA";G452;25/01/1929;;Attivo
PU;041043;PERGOLA;G453;17/03/1861;;Attivo
IM;008040;PERINALDO;G454;17/03/1861;;Attivo
SA;065092;PERITO;G455;17/03/1861;;Attivo
CO;013181;PERLEDO;G456;17/03/1861;15/08/1928;Inattivo
CO;013181;PERLEDO;G456;17/06/1953;15/04/1992;Inattivo
LC;097067;PERLEDO;G456;16/04/1992;;Attivo
CN;004161;PERLETTO;G457;17/03/1861;;Attivo
CN;004162;PERLO;G458;10/01/1947;;Attivo
CN;004162;PERLO;G458;17/03/1861;01/05/1928;Inattivo
TO;001919;PERLOZ;G459;17/03/1861;11/01/1927;Inattivo
AO;007048;PERLOZ;G459;12/01/1927;03/05/1929;Inattivo
AO;007048;PERLOZ;G459;10/03/1946;;Attivo
CN;004813;PERNO;G460;17/03/1861;31/12/1930;Inattivo
PD;028061;PERNUMIA;G461;19/11/1866;;Attivo
MI;015170;PERO;C013;07/01/1895;;Attivo
TO;001184;"PEROSA ARGENTINA";G463;26/01/1863;;Attivo
TO;001185;"PEROSA CANAVESE";G462;05/01/1863;11/01/1927;Inattivo
TO;001185;"PEROSA CANAVESE";G462;24/12/1946;;Attivo
AO;007866;"PEROSA CANAVESE";G462;12/01/1927;26/06/1928;Inattivo
TN;022884;PERRA;G464;14/02/1923;21/07/1926;Inattivo
TN;802344;PERRA;G464;16/10/1920;13/02/1923;Inattivo
TO;001186;PERRERO;G465;04/03/1895;;Attivo
BO;037053;PERSICETO;G467;24/08/1912;06/10/1928;Inattivo
CR;019878;PERSICO;G468;01/01/1868;14/12/1928;Inattivo
CR;019068;"PERSICO DOSIMO";G469;15/12/1928;;Attivo
TN;017870;PERSONE;G470;14/02/1923;28/02/1929;Inattivo
TN;802345;PERSONE;G470;16/10/1920;13/02/1923;Inattivo
VC;002091;PERTENGO;G471;12/01/1927;;Attivo
NO;003414;PERTENGO;G471;17/03/1861;11/01/1927;Inattivo
